ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD,NETREALIZEDLOSSES_YTD
1564,High,F,M,1,50735.1,Y,36,11621.16,16,5810.58,581.058,4.0,5,10,0.0,581.058
1565,Low,F,M,1,52490.1,N,19,10101.01,9,5050.505,505.0505,2.25,3,8,505.0505,0.0
1566,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,5,0.0,1119.112
1567,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,1,6,0.0,802.08
1568,Medium,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,4,10,0.0,93.7595
1569,Low,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,4,8,1276.6275,0.0
1570,Low,F,M,1,43894.5,N,40,29282.93,40,14641.465,1464.1465,10.0,4,10,1464.1465,0.0
1571,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,4,5,1398.64,0.0
1572,High,F,S,1,94278.7,Y,53,26682.67,9,13341.335,1334.1335,2.25,2,6,0.0,1334.1335
1573,Low,F,M,0,83900.2,N,45,28212.82,8,14106.41,1410.641,2.0,4,10,1410.641,0.0
1574,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,5,10,1139.614,0.0
1575,Low,F,M,0,91708.4,N,37,17211.72,31,8605.86,860.586,7.75,3,7,860.586,0.0
1576,High,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,2,9,0.0,1493.1495
1577,Low,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,6,1386.1385,0.0
1578,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,4,11,0.0,76.0075
1579,High,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,5,7,0.0,1107.611
1580,Low,F,S,2,6440.46,Y,61,22662.27,27,11331.135,1133.1135,6.75,1,10,1133.1135,0.0
1581,High,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,4,20,0.0,305.5305
1582,High,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,4,6,0.0,1349.635
1583,Medium,F,S,0,73228.3,N,55,22472.25,28,11236.125,1123.6125,7.0,3,9,0.0,1123.6125
1584,Low,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,5,8,652.5655,0.0
1585,Low,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,3,6,1496.1495,0.0
1586,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,3,9,0.0,1371.137
1587,Low,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,1,8,598.06,0.0
1588,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,4,5,800.58,0.0
1589,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,5,7,0.0,518.052
1590,Low,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,2,9,1471.647,0.0
1591,Low,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,2,9,595.5595,0.0
1592,High,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,3,15,0.0,14.5015
1593,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,3,10,1297.1295,0.0
1594,Low,F,M,0,68000.0,N,45,29642.96,90,14821.48,1482.148,22.5,4,6,1482.148,0.0
1595,High,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,2,10,0.0,762.5765
1596,High,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,4,18,0.0,291.529
1597,High,F,M,1,80000.0,Y,63,6080.61,30,1520.1525,152.01525,4.5,1,19,0.0,304.0305
1598,High,F,M,1,98680.4,Y,59,17581.76,8,8790.88,879.088,2.0,1,10,0.0,879.088
1599,Low,F,M,2,65619.7,Y,55,13561.36,144,6780.68,678.068,36.0,3,6,678.068,0.0
1600,Low,F,M,1,95620.3,Y,49,10911.09,93,5455.545,545.5545,23.25,3,5,545.5545,0.0
1601,High,F,D,1,85275.0,N,52,22482.25,151,11241.125,1124.1125,37.75,3,9,0.0,1124.1125
1602,High,F,M,1,66921.4,Y,42,15701.57,8,7850.785,785.0785,2.0,5,6,0.0,785.0785
1603,Low,F,M,1,98453.6,Y,43,13721.37,11,6860.685,686.0685,2.75,4,8,686.0685,0.0
1604,High,F,S,2,57420.0,Y,47,25182.52,252,12591.26,1259.126,63.0,3,6,0.0,1259.126
1605,High,M,M,0,58986.2,N,27,3930.39,26,982.5975,98.25975,3.9,1,18,0.0,196.5195
1606,Low,F,M,2,47639.1,N,42,17481.75,39,8740.875,874.0875,9.75,4,7,874.0875,0.0
1607,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,5,5,1143.6145,0.0
1608,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,1,15,0.0,124.5125
1609,Low,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,4,10,747.0745,0.0
1610,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,4,10,0.0,1020.602
1611,Low,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,2,9,617.0615,0.0
1612,High,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,1,16,0.0,437.0435
1613,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,4,9,1097.1095,0.0
1614,High,F,S,2,11251.1,Y,61,28422.84,113,14211.42,1421.142,28.25,1,8,0.0,1421.142
1615,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,5,6,948.595,0.0
1616,Medium,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,3,9,0.0,947.0945
1617,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,1,9,1320.132,0.0
1618,High,F,M,1,30000.0,N,20,59005.9,8,29502.95,2950.295,2.0,5,9,0.0,2950.295
1619,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,14,0.0,17.25175
1620,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,5,8,0.0,962.096
1621,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,7,850.585,0.0
1622,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,4,7,543.5545,0.0
1623,High,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,1,6,0.0,1093.6095
1624,Medium,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,2,14,0.0,216.27175
1625,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,2,7,0.0,1043.1045
1626,Low,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765,0.0
1627,High,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,2,6,0.0,874.5875
1628,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,5,17,0.0,429.043
1629,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,3,8,557.0555,0.0
1630,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,2,17,0.0,120.012
1631,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1632,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,4,11,0.0,247.52475
1633,High,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,4,20,0.0,279.528
1634,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
1635,High,F,M,1,14085.5,N,21,43004.3,160,21502.15,2150.215,40.0,5,8,0.0,2150.215
1636,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,4,15,0.0,71.007
1637,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,2,9,1123.1125,0.0
1638,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,1,14,0.0,25.7525
1639,Medium,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,5,11,0.0,94.0095
1640,High,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,5,5,0.0,1044.6045
1641,High,F,S,0,32962.6,N,24,42004.2,262,21002.1,2100.21,65.5,5,10,0.0,2100.21
1642,Low,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,2,5,1110.111,0.0
1643,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,3,5,586.0585,0.0
1644,High,M,S,0,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,4,15,0.0,428.043
1645,High,F,M,1,28000.0,N,23,45004.5,26,22502.25,2250.225,6.5,3,8,0.0,2250.225
1646,Low,F,S,0,38000.0,N,24,29002.9,154,14501.45,1450.145,38.5,3,5,1450.145,0.0
1647,Medium,F,S,0,32962.6,N,21,45004.5,61,22502.25,2250.225,15.25,4,6,0.0,2250.225
1648,High,F,S,2,42000.0,N,22,33003.3,35,16501.65,1650.165,8.75,1,8,0.0,1650.165
1649,Low,F,D,1,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,3,9,700.07,0.0
1650,Low,F,S,2,43000.0,N,23,28002.8,38,14001.4,1400.14,9.5,5,10,1400.14,0.0
1651,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,2,5,1422.6425,0.0
1652,Low,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,1,8,698.07,0.0
1653,High,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,4,10,0.0,1050.105
1654,Low,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,6,1474.6475,0.0
1655,Medium,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,4,12,0.0,91.75925
1656,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,4,15,0.0,125.7625
1657,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,2,6,0.0,1070.607
1658,Medium,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,5,12,0.0,75.2575
1659,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,5,9,0.0,1046.1045
1660,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,4,10,0.0,82.50825
1661,High,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,2,7,0.0,930.093
1662,Low,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,2,7,1041.604,0.0
1663,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,2,7,0.0,1082.108
1664,Low,F,S,2,16938.5,N,48,13351.34,8,6675.67,667.567,2.0,4,5,667.567,0.0
1665,Medium,F,M,0,55221.0,N,62,490.05,15,122.5125,12.25125,2.25,4,10,0.0,12.25125
1666,High,F,M,1,8073.11,N,41,28702.87,60,14351.435,1435.1435,15.0,4,8,0.0,1435.1435
1667,Low,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,5,5,1212.121,0.0
1668,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,3,7,1441.144,0.0
1669,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,5,6,0.0,1496.6495
1670,Low,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,3,8,1455.6455,0.0
1671,High,F,S,0,42760.5,N,43,13471.35,40,6735.675,673.5675,10.0,4,7,0.0,673.5675
1672,Low,F,S,1,49072.0,N,46,23502.35,10,11751.175,1175.1175,2.5,5,6,1175.1175,0.0
1673,Medium,F,M,0,27371.8,Y,70,16141.61,126,8070.805,807.0805,31.5,3,10,0.0,807.0805
1674,High,M,M,0,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,1,9,0.0,801.08
1675,High,F,M,0,95405.7,N,47,7740.77,6,1935.1925,193.51925,0.9,5,19,0.0,387.0385
1676,Low,F,S,0,95786.8,Y,58,21332.13,87,10666.065,1066.6065,21.75,4,9,1066.6065,0.0
1677,Medium,M,S,0,90321.6,N,38,870.09,11,217.5225,21.75225,1.65,1,15,0.0,21.75225
1678,Low,M,S,1,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,6,901.09,0.0
1679,High,F,M,2,56187.0,N,43,8090.81,13,2022.7025,202.27025,1.95,1,15,0.0,404.5405
1680,High,F,S,1,41000.0,N,24,23562.36,206,11781.18,1178.118,51.5,5,5,0.0,1178.118
1681,High,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,1,7,0.0,622.5625
1682,High,M,M,0,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,2,6,0.0,1326.1325
1683,High,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,2,8,0.0,1011.101
1684,Medium,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,1,14,0.0,234.5235
1685,Medium,M,D,1,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,1,11,0.0,241.27425
1686,Low,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,4,10,872.087,0.0
1687,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,1,8,1119.612,0.0
1688,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,5,10,577.0575,0.0
1689,Low,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,4,10,741.574,0.0
1690,Low,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,1,7,1022.6025,0.0
1691,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,1,7,1472.147,0.0
1692,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,1,5,0.0,1119.112
1693,Low,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,4,10,802.08,0.0
1694,High,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,3,20,0.0,187.519
1695,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,1,6,0.0,1276.6275
1696,High,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,5,6,0.0,1398.64
1697,High,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,5,7,0.0,1139.614
1698,Medium,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,2,6,0.0,1493.1495
1699,Low,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,2,9,1386.1385,0.0
1700,Medium,M,S,1,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,4,12,0.0,76.0075
1701,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,4,8,1107.611,0.0
1702,Medium,F,S,2,6440.46,Y,52,22662.27,27,11331.135,1133.1135,6.75,2,6,1133.1135,0.0
430,High,F,D,1,13011.4,N,16,26012.6,108,13006.3,1300.63,27.0,4,7,0.0,1300.63
431,Low,F,S,0,35000.0,N,22,22962.3,75,11481.15,1148.115,18.75,3,8,1148.115,0.0
432,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,2,11,0.0,218.52175
433,High,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,5,9,0.0,1097.1095
434,High,F,S,2,11251.1,Y,52,28422.84,113,14211.42,1421.142,28.25,5,7,0.0,1421.142
435,Medium,M,M,1,70908.7,N,50,7700.77,43,1925.1925,192.51925,6.45,1,13,0.0,192.51925
436,Low,M,S,0,94928.3,N,40,14421.44,73,7210.72,721.072,18.25,1,9,721.072,0.0
437,Low,F,M,2,50622.3,N,40,20452.05,90,10226.025,1022.6025,22.5,5,7,1022.6025,0.0
438,High,M,M,0,100020.0,Y,52,16201.62,18,8100.81,810.081,4.5,1,5,0.0,810.081
439,Low,M,M,0,65000.0,Y,52,29552.96,62,14776.48,1477.648,15.5,4,8,1477.648,0.0
440,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,1,10,0.0,38.00375
441,Low,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,4,9,868.587,0.0
442,High,M,M,1,120000.0,N,53,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
443,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,4,9,948.595,0.0
444,High,F,M,0,78000.0,Y,56,170.02,10,42.505,4.2505,1.5,4,20,0.0,8.501
445,High,M,M,0,73400.0,Y,53,15271.53,25,7635.765,763.5765,6.25,1,7,0.0,763.5765
446,High,F,M,2,8032.16,N,46,29682.97,59,14841.485,1484.1485,14.75,2,7,0.0,1484.1485
447,Low,F,D,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,5,6,947.0945,0.0
448,High,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,1,9,0.0,1320.132
449,Medium,F,S,0,77000.0,N,59,410.04,208,102.51,10.251,31.2,4,14,0.0,10.251
450,High,F,S,0,92564.1,Y,49,23172.32,51,11586.16,1158.616,12.75,5,9,0.0,1158.616
451,High,M,S,0,68000.0,Y,49,4910.49,82,1227.6225,122.76225,12.3,4,18,0.0,245.5245
452,High,F,M,2,48322.5,Y,49,6690.67,43,1672.6675,167.26675,6.45,2,18,0.0,334.5335
453,Medium,M,S,2,78373.5,N,35,6970.7,184,1742.675,174.2675,27.6,2,11,0.0,174.2675
454,High,F,M,2,81913.8,Y,50,6700.67,46,1675.1675,167.51675,6.9,1,18,0.0,335.0335
455,High,F,S,0,919.93,N,38,27282.73,93,13641.365,1364.1365,23.25,3,10,0.0,1364.1365
456,High,F,M,2,69486.8,N,31,7720.77,9,1930.1925,193.01925,1.35,3,15,0.0,386.0385
457,High,F,M,2,24482.8,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
458,Low,F,M,0,14573.6,N,65,26612.66,236,13306.33,1330.633,59.0,4,10,1330.633,0.0
459,High,F,M,2,92103.8,N,52,7420.74,7,1855.185,185.5185,1.05,4,18,0.0,371.037
460,Low,F,S,2,8392.14,Y,37,25032.5,54,12516.25,1251.625,13.5,3,7,1251.625,0.0
461,Low,F,S,0,17138.2,N,64,20012.0,84,10006.0,1000.6,21.0,4,5,1000.6,0.0
462,Medium,F,M,2,47010.1,N,57,2540.25,164,635.0625,63.50625,24.6,4,13,0.0,63.50625
463,Medium,F,S,0,67239.4,N,44,12891.29,53,6445.645,644.5645,13.25,4,6,0.0,644.5645
464,High,M,M,1,69406.7,Y,38,6900.69,128,1725.1725,172.51725,19.2,3,16,0.0,345.0345
465,High,F,M,2,83259.3,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
466,Medium,M,M,1,20818.5,N,13,9130.91,47,2282.7275,228.27275,7.05,2,11,0.0,228.27275
467,Medium,F,M,2,2185.6,N,53,7120.71,20,1780.1775,178.01775,3.0,2,14,0.0,178.01775
468,Low,M,M,1,76511.3,N,62,21682.17,17,10841.085,1084.1085,4.25,3,5,1084.1085,0.0
469,High,F,M,1,34555.0,N,23,25772.58,8,12886.29,1288.629,2.0,2,9,0.0,1288.629
470,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,13,0.0,17.25175
471,High,F,M,2,36660.9,Y,40,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
472,High,F,M,2,68462.8,N,34,24392.44,60,12196.22,1219.622,15.0,5,7,0.0,1219.622
473,High,F,M,2,72841.3,N,47,10361.04,72,5180.52,518.052,18.0,2,5,0.0,518.052
474,Low,F,M,2,63670.8,Y,46,27392.74,51,13696.37,1369.637,12.75,4,9,1369.637,0.0
475,Low,M,S,0,80000.0,N,41,29732.97,35,14866.485,1486.6485,8.75,5,6,1486.6485,0.0
476,High,F,S,1,83287.0,Y,47,20442.04,100,10221.02,1022.102,25.0,2,7,0.0,1022.102
477,High,M,M,0,12387.6,N,56,2000.2,65,500.05,50.005,9.75,4,15,0.0,100.01
478,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,5,8,0.0,962.096
479,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,2,6,850.585,0.0
480,High,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,9,0.0,543.5545
481,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,1,7,1093.6095,0.0
482,Medium,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,4,12,0.0,216.27175
483,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,2,7,0.0,1043.1045
484,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,5,5,0.0,766.0765
485,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,5,10,874.5875,0.0
486,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,4,16,0.0,429.043
487,High,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,5,7,0.0,557.0555
488,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,4,17,0.0,120.012
489,High,M,D,1,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,4,16,0.0,495.0495
490,High,M,S,1,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,2,20,0.0,279.528
491,Medium,M,S,1,3960.5,N,15,29782.98,66,14891.49,1489.149,16.5,3,6,0.0,1489.149
492,High,M,M,0,60101.1,Y,64,27702.77,124,13851.385,1385.1385,31.0,3,9,0.0,1385.1385
493,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
494,High,F,M,1,13829.4,N,20,29002.9,160,14501.45,1450.145,40.0,1,6,0.0,1450.145
495,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,2,14,0.0,71.007
496,High,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,3,10,0.0,1123.1125
497,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,4,14,0.0,25.7525
498,Medium,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,2,13,0.0,94.0095
499,High,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,2,6,0.0,1044.6045
500,Low,F,S,0,40120.0,N,22,30003.0,262,15001.5,1500.15,65.5,1,5,1500.15,0.0
501,High,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,3,8,0.0,1110.111
502,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,5,10,586.0585,0.0
503,High,F,D,0,40120.0,Y,21,40004.0,99,20002.0,2000.2,24.75,4,5,0.0,2000.2
504,High,F,M,1,40120.0,N,22,26002.6,26,13001.3,1300.13,6.5,4,7,0.0,1300.13
505,Low,F,S,0,40120.0,N,24,27002.7,154,13501.35,1350.135,38.5,2,7,1350.135,0.0
506,Medium,F,S,0,40120.0,N,24,26002.6,61,13001.3,1300.13,15.25,2,9,1300.13,0.0
507,Low,F,S,2,42000.0,N,23,33003.3,35,16501.65,1650.165,8.75,5,7,1650.165,0.0
508,High,F,S,0,40120.0,N,20,33003.3,9,16501.65,1650.165,2.25,3,6,0.0,1650.165
509,High,F,S,2,40120.0,N,22,37003.7,38,18501.85,1850.185,9.5,4,8,0.0,1850.185
510,Low,F,S,1,40120.0,N,21,28452.85,106,14226.425,1422.6425,26.5,4,6,1422.6425,0.0
511,Low,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,4,7,698.07,0.0
512,Medium,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,4,10,0.0,1050.105
513,Low,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,1,8,1474.6475,0.0
514,High,F,S,1,2929.13,N,54,14001.4,88,7000.7,700.07,22.0,5,7,0.0,700.07
515,Medium,F,M,2,41876.6,Y,44,6780.68,132,1695.17,169.517,19.8,5,13,0.0,169.517
516,High,M,M,0,96223.4,Y,65,11811.18,5,5905.59,590.559,1.25,4,9,0.0,590.559
517,High,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,1,19,0.0,183.5185
518,Low,M,M,0,69168.4,Y,62,14161.42,214,7080.71,708.071,53.5,1,9,708.071,0.0
519,Medium,M,M,1,92148.5,Y,38,2000.2,100,500.05,50.005,15.0,5,12,0.0,50.005
520,Medium,M,M,0,96681.0,Y,20,2000.2,40,500.05,50.005,6.0,2,13,0.0,50.005
521,High,M,S,0,62705.9,Y,39,2000.2,6,500.05,50.005,0.9,2,20,0.0,100.01
522,High,M,S,0,80221.2,N,29,2000.2,49,500.05,50.005,7.35,1,15,0.0,100.01
523,High,M,S,0,84479.2,N,28,2000.2,43,500.05,50.005,6.45,4,16,0.0,100.01
524,High,F,M,2,64977.4,N,38,28112.81,17,14056.405,1405.6405,4.25,3,9,0.0,1405.6405
525,Low,F,M,0,77994.0,N,51,12401.24,89,6200.62,620.062,22.25,4,9,620.062,0.0
526,High,M,M,2,90103.7,N,35,12231.22,45,6115.61,611.561,11.25,1,6,0.0,611.561
527,Low,F,M,0,59008.4,Y,30,12861.29,18,6430.645,643.0645,4.5,4,10,643.0645,0.0
528,Medium,M,M,2,5265.35,N,53,2330.23,23,582.5575,58.25575,3.45,3,11,0.0,58.25575
529,High,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,5,16,0.0,251.525
530,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,4,6,0.0,1070.607
531,Medium,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,5,13,0.0,75.2575
532,High,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,4,8,0.0,1046.1045
533,High,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,1,16,0.0,165.0165
534,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,2,9,930.093,0.0
535,High,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,2,7,0.0,1041.604
536,Medium,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,3,5,1082.108,0.0
537,Low,F,S,2,16938.5,N,52,13351.34,8,6675.67,667.567,2.0,3,5,667.567,0.0
538,Medium,F,M,0,55221.0,N,43,490.05,15,122.5125,12.25125,2.25,1,14,0.0,12.25125
539,High,F,M,1,8073.11,N,46,28702.87,60,14351.435,1435.1435,15.0,1,10,0.0,1435.1435
540,Low,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,2,9,1212.121,0.0
541,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,2,10,1441.144,0.0
542,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,2,6,0.0,1496.6495
543,High,M,S,1,31952.0,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0
